run,checkpoint_epoch,checkpoint,filter_name,filter_key,num_sequences,num_batches_scored,loss,log_likelihood,rollout_success,rollout_return,rollout_len
masscap_seed0,50,results/robomimic_official_bc_rnn_adaptive_masscap_pos40_bad80_seed0_mlphead_train/can_positive_plus_classifier_adaptive_masscap_unlabeled_demos_official_bc_rnn_seed0/20260622063541/models/model_epoch_50.pth,train_support,tri_pos40_bad80_positive_plus_classifier_adaptive_masscap_unlabeled_demos_posx4_cap1p25_max80_seed0_train,6321,50,5649382.535,-5649382.535,0.3,0.3,331.5
masscap_seed0,50,results/robomimic_official_bc_rnn_adaptive_masscap_pos40_bad80_seed0_mlphead_train/can_positive_plus_classifier_adaptive_masscap_unlabeled_demos_official_bc_rnn_seed0/20260622063541/models/model_epoch_50.pth,valid_positive,tri_pos40_bad80_ckptsel_valid_positive,1127,12,6555993.354166667,-6555993.354166667,0.3,0.3,331.5
masscap_seed0,50,results/robomimic_official_bc_rnn_adaptive_masscap_pos40_bad80_seed0_mlphead_train/can_positive_plus_classifier_adaptive_masscap_unlabeled_demos_official_bc_rnn_seed0/20260622063541/models/model_epoch_50.pth,valid_negative,tri_pos40_bad80_ckptsel_valid_negative,888,9,12753428.277777778,-12753428.277777778,0.3,0.3,331.5
masscap_seed0,50,results/robomimic_official_bc_rnn_adaptive_masscap_pos40_bad80_seed0_mlphead_train/can_positive_plus_classifier_adaptive_masscap_unlabeled_demos_official_bc_rnn_seed0/20260622063541/models/model_epoch_50.pth,labeled_positive,tri_pos40_bad80_ckptsel_labeled_positive,1198,12,5184797.479166667,-5184797.479166667,0.3,0.3,331.5
masscap_seed0,50,results/robomimic_official_bc_rnn_adaptive_masscap_pos40_bad80_seed0_mlphead_train/can_positive_plus_classifier_adaptive_masscap_unlabeled_demos_official_bc_rnn_seed0/20260622063541/models/model_epoch_50.pth,labeled_negative,tri_pos40_bad80_ckptsel_labeled_negative,1049,11,15634414.090909092,-15634414.090909092,0.3,0.3,331.5
masscap_seed0,100,results/robomimic_official_bc_rnn_adaptive_masscap_pos40_bad80_seed0_mlphead_train/can_positive_plus_classifier_adaptive_masscap_unlabeled_demos_official_bc_rnn_seed0/20260622063541/models/model_epoch_100.pth,train_support,tri_pos40_bad80_positive_plus_classifier_adaptive_masscap_unlabeled_demos_posx4_cap1p25_max80_seed0_train,6321,50,4223386.59,-4223386.59,0.5,0.5,263.3
masscap_seed0,100,results/robomimic_official_bc_rnn_adaptive_masscap_pos40_bad80_seed0_mlphead_train/can_positive_plus_classifier_adaptive_masscap_unlabeled_demos_official_bc_rnn_seed0/20260622063541/models/model_epoch_100.pth,valid_positive,tri_pos40_bad80_ckptsel_valid_positive,1127,12,6225075.520833333,-6225075.520833333,0.5,0.5,263.3
masscap_seed0,100,results/robomimic_official_bc_rnn_adaptive_masscap_pos40_bad80_seed0_mlphead_train/can_positive_plus_classifier_adaptive_masscap_unlabeled_demos_official_bc_rnn_seed0/20260622063541/models/model_epoch_100.pth,valid_negative,tri_pos40_bad80_ckptsel_valid_negative,888,9,10648897.777777778,-10648897.777777778,0.5,0.5,263.3
masscap_seed0,100,results/robomimic_official_bc_rnn_adaptive_masscap_pos40_bad80_seed0_mlphead_train/can_positive_plus_classifier_adaptive_masscap_unlabeled_demos_official_bc_rnn_seed0/20260622063541/models/model_epoch_100.pth,labeled_positive,tri_pos40_bad80_ckptsel_labeled_positive,1198,12,4156755.5,-4156755.5,0.5,0.5,263.3
masscap_seed0,100,results/robomimic_official_bc_rnn_adaptive_masscap_pos40_bad80_seed0_mlphead_train/can_positive_plus_classifier_adaptive_masscap_unlabeled_demos_official_bc_rnn_seed0/20260622063541/models/model_epoch_100.pth,labeled_negative,tri_pos40_bad80_ckptsel_labeled_negative,1049,11,13979726.181818182,-13979726.181818182,0.5,0.5,263.3
masscap_seed0,150,results/robomimic_official_bc_rnn_adaptive_masscap_pos40_bad80_seed0_mlphead_train/can_positive_plus_classifier_adaptive_masscap_unlabeled_demos_official_bc_rnn_seed0/20260622063541/models/model_epoch_150.pth,train_support,tri_pos40_bad80_positive_plus_classifier_adaptive_masscap_unlabeled_demos_posx4_cap1p25_max80_seed0_train,6321,50,3386838.4275,-3386838.4275,0.8,0.8,180.5
masscap_seed0,150,results/robomimic_official_bc_rnn_adaptive_masscap_pos40_bad80_seed0_mlphead_train/can_positive_plus_classifier_adaptive_masscap_unlabeled_demos_official_bc_rnn_seed0/20260622063541/models/model_epoch_150.pth,valid_positive,tri_pos40_bad80_ckptsel_valid_positive,1127,12,6469451.520833333,-6469451.520833333,0.8,0.8,180.5
masscap_seed0,150,results/robomimic_official_bc_rnn_adaptive_masscap_pos40_bad80_seed0_mlphead_train/can_positive_plus_classifier_adaptive_masscap_unlabeled_demos_official_bc_rnn_seed0/20260622063541/models/model_epoch_150.pth,valid_negative,tri_pos40_bad80_ckptsel_valid_negative,888,9,10127826.888888888,-10127826.888888888,0.8,0.8,180.5
masscap_seed0,150,results/robomimic_official_bc_rnn_adaptive_masscap_pos40_bad80_seed0_mlphead_train/can_positive_plus_classifier_adaptive_masscap_unlabeled_demos_official_bc_rnn_seed0/20260622063541/models/model_epoch_150.pth,labeled_positive,tri_pos40_bad80_ckptsel_labeled_positive,1198,12,3590448.5625,-3590448.5625,0.8,0.8,180.5
