rule,selected,hidden_positive,hidden_bad,purity
top_posx2,20.0,16.0,4.0,0.8000000000000002
top_posx4,40.0,29.666666666666668,10.333333333333334,0.7416666666666667
pos_min,28.666666666666668,23.0,5.666666666666667,0.8029454022988506
adaptive_masscap,64.66666666666667,46.0,18.666666666666668,0.7118252981126115
