run,checkpoint_epoch,checkpoint,filter_name,filter_key,num_sequences,num_batches_scored,loss,log_likelihood,rollout_success,rollout_return,rollout_len
posmin_seed0,50,results/robomimic_lift_mg_official_bc_rnn_posmin_seed0_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed0/20260622095022/models/model_epoch_50.pth,train_support,tri_lift_mg_positive_plus_classifier_demo_threshold_unlabeled_demos_pos_min_seed0_train,36000,50,47043489.0,-47043489.0,0.2,0.2,125.8
posmin_seed0,50,results/robomimic_lift_mg_official_bc_rnn_posmin_seed0_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed0/20260622095022/models/model_epoch_50.pth,valid_all,tri_lift_mg_ckptsel_valid_all,9000,90,83791372.42222223,-83791372.42222223,0.2,0.2,125.8
posmin_seed0,50,results/robomimic_lift_mg_official_bc_rnn_posmin_seed0_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed0/20260622095022/models/model_epoch_50.pth,valid_positive,tri_lift_mg_ckptsel_valid_positive,4500,45,56002954.62222222,-56002954.62222222,0.2,0.2,125.8
posmin_seed0,50,results/robomimic_lift_mg_official_bc_rnn_posmin_seed0_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed0/20260622095022/models/model_epoch_50.pth,labeled_positive,tri_lift_mg_ckptsel_labeled_positive,1500,15,37812561.333333336,-37812561.333333336,0.2,0.2,125.8
posmin_seed0,100,results/robomimic_lift_mg_official_bc_rnn_posmin_seed0_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed0/20260622095022/models/model_epoch_100.pth,train_support,tri_lift_mg_positive_plus_classifier_demo_threshold_unlabeled_demos_pos_min_seed0_train,36000,50,37022818.07,-37022818.07,0.4,0.4,108.4
posmin_seed0,100,results/robomimic_lift_mg_official_bc_rnn_posmin_seed0_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed0/20260622095022/models/model_epoch_100.pth,valid_all,tri_lift_mg_ckptsel_valid_all,9000,90,86941788.45555556,-86941788.45555556,0.4,0.4,108.4
posmin_seed0,100,results/robomimic_lift_mg_official_bc_rnn_posmin_seed0_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed0/20260622095022/models/model_epoch_100.pth,valid_positive,tri_lift_mg_ckptsel_valid_positive,4500,45,56426876.8,-56426876.8,0.4,0.4,108.4
posmin_seed0,100,results/robomimic_lift_mg_official_bc_rnn_posmin_seed0_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed0/20260622095022/models/model_epoch_100.pth,labeled_positive,tri_lift_mg_ckptsel_labeled_positive,1500,15,28796064.666666668,-28796064.666666668,0.4,0.4,108.4
posmin_seed0,150,results/robomimic_lift_mg_official_bc_rnn_posmin_seed0_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed0/20260622095022/models/model_epoch_150.pth,train_support,tri_lift_mg_positive_plus_classifier_demo_threshold_unlabeled_demos_pos_min_seed0_train,36000,50,31449839.72,-31449839.72,0.6,0.6,82.3
posmin_seed0,150,results/robomimic_lift_mg_official_bc_rnn_posmin_seed0_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed0/20260622095022/models/model_epoch_150.pth,valid_all,tri_lift_mg_ckptsel_valid_all,9000,90,88634403.24444444,-88634403.24444444,0.6,0.6,82.3
posmin_seed0,150,results/robomimic_lift_mg_official_bc_rnn_posmin_seed0_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed0/20260622095022/models/model_epoch_150.pth,valid_positive,tri_lift_mg_ckptsel_valid_positive,4500,45,55275080.93333333,-55275080.93333333,0.6,0.6,82.3
