run,checkpoint_epoch,checkpoint,filter_name,filter_key,num_sequences,num_batches_scored,loss,log_likelihood,rollout_success,rollout_return,rollout_len
posmin_seed0,150,results/robomimic_lift_mg_official_bc_rnn_posmin_seed0_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed0/20260622095022/models/model_epoch_150.pth,labeled_positive,tri_lift_mg_ckptsel_labeled_positive,1500,15,23472507.133333333,-23472507.133333333,0.6,0.6,82.3
posmin_seed0,200,results/robomimic_lift_mg_official_bc_rnn_posmin_seed0_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed0/20260622095022/models/model_epoch_200.pth,train_support,tri_lift_mg_positive_plus_classifier_demo_threshold_unlabeled_demos_pos_min_seed0_train,36000,50,27611629.04,-27611629.04,0.8,0.8,59.0
posmin_seed0,200,results/robomimic_lift_mg_official_bc_rnn_posmin_seed0_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed0/20260622095022/models/model_epoch_200.pth,valid_all,tri_lift_mg_ckptsel_valid_all,9000,90,89757842.43333334,-89757842.43333334,0.8,0.8,59.0
posmin_seed0,200,results/robomimic_lift_mg_official_bc_rnn_posmin_seed0_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed0/20260622095022/models/model_epoch_200.pth,valid_positive,tri_lift_mg_ckptsel_valid_positive,4500,45,53737007.06666667,-53737007.06666667,0.8,0.8,59.0
posmin_seed0,200,results/robomimic_lift_mg_official_bc_rnn_posmin_seed0_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed0/20260622095022/models/model_epoch_200.pth,labeled_positive,tri_lift_mg_ckptsel_labeled_positive,1500,15,20633985.633333333,-20633985.633333333,0.8,0.8,59.0
posmin_seed1,50,results/robomimic_lift_mg_official_bc_rnn_posmin_seed1_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed1/20260622100002/models/model_epoch_50.pth,train_support,tri_lift_mg_positive_plus_classifier_demo_threshold_unlabeled_demos_pos_min_seed1_train,38100,50,51037626.54,-51037626.54,0.2,0.2,126.1
posmin_seed1,50,results/robomimic_lift_mg_official_bc_rnn_posmin_seed1_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed1/20260622100002/models/model_epoch_50.pth,valid_all,tri_lift_mg_ckptsel_valid_all,9000,90,84538714.04444444,-84538714.04444444,0.2,0.2,126.1
posmin_seed1,50,results/robomimic_lift_mg_official_bc_rnn_posmin_seed1_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed1/20260622100002/models/model_epoch_50.pth,valid_positive,tri_lift_mg_ckptsel_valid_positive,4500,45,57225474.2,-57225474.2,0.2,0.2,126.1
posmin_seed1,50,results/robomimic_lift_mg_official_bc_rnn_posmin_seed1_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed1/20260622100002/models/model_epoch_50.pth,labeled_positive,tri_lift_mg_ckptsel_labeled_positive,1500,15,39737754.8,-39737754.8,0.2,0.2,126.1
posmin_seed1,100,results/robomimic_lift_mg_official_bc_rnn_posmin_seed1_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed1/20260622100002/models/model_epoch_100.pth,train_support,tri_lift_mg_positive_plus_classifier_demo_threshold_unlabeled_demos_pos_min_seed1_train,38100,50,40724447.76,-40724447.76,0.2,0.2,125.6
posmin_seed1,100,results/robomimic_lift_mg_official_bc_rnn_posmin_seed1_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed1/20260622100002/models/model_epoch_100.pth,valid_all,tri_lift_mg_ckptsel_valid_all,9000,90,85752522.21111111,-85752522.21111111,0.2,0.2,125.6
posmin_seed1,100,results/robomimic_lift_mg_official_bc_rnn_posmin_seed1_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed1/20260622100002/models/model_epoch_100.pth,valid_positive,tri_lift_mg_ckptsel_valid_positive,4500,45,54595036.53333333,-54595036.53333333,0.2,0.2,125.6
posmin_seed1,100,results/robomimic_lift_mg_official_bc_rnn_posmin_seed1_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed1/20260622100002/models/model_epoch_100.pth,labeled_positive,tri_lift_mg_ckptsel_labeled_positive,1500,15,29198852.333333332,-29198852.333333332,0.2,0.2,125.6
posmin_seed1,150,results/robomimic_lift_mg_official_bc_rnn_posmin_seed1_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed1/20260622100002/models/model_epoch_150.pth,train_support,tri_lift_mg_positive_plus_classifier_demo_threshold_unlabeled_demos_pos_min_seed1_train,38100,50,35833928.92,-35833928.92,0.5,0.5,92.3
posmin_seed1,150,results/robomimic_lift_mg_official_bc_rnn_posmin_seed1_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed1/20260622100002/models/model_epoch_150.pth,valid_all,tri_lift_mg_ckptsel_valid_all,9000,90,89475919.1111111,-89475919.1111111,0.5,0.5,92.3
posmin_seed1,150,results/robomimic_lift_mg_official_bc_rnn_posmin_seed1_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed1/20260622100002/models/model_epoch_150.pth,valid_positive,tri_lift_mg_ckptsel_valid_positive,4500,45,54692763.35555556,-54692763.35555556,0.5,0.5,92.3
posmin_seed1,150,results/robomimic_lift_mg_official_bc_rnn_posmin_seed1_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed1/20260622100002/models/model_epoch_150.pth,labeled_positive,tri_lift_mg_ckptsel_labeled_positive,1500,15,24413460.8,-24413460.8,0.5,0.5,92.3
posmin_seed1,200,results/robomimic_lift_mg_official_bc_rnn_posmin_seed1_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed1/20260622100002/models/model_epoch_200.pth,train_support,tri_lift_mg_positive_plus_classifier_demo_threshold_unlabeled_demos_pos_min_seed1_train,38100,50,32177133.07,-32177133.07,0.4,0.4,106.4
posmin_seed1,200,results/robomimic_lift_mg_official_bc_rnn_posmin_seed1_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed1/20260622100002/models/model_epoch_200.pth,valid_all,tri_lift_mg_ckptsel_valid_all,9000,90,92002349.26666667,-92002349.26666667,0.4,0.4,106.4
posmin_seed1,200,results/robomimic_lift_mg_official_bc_rnn_posmin_seed1_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed1/20260622100002/models/model_epoch_200.pth,valid_positive,tri_lift_mg_ckptsel_valid_positive,4500,45,54937303.0,-54937303.0,0.4,0.4,106.4
posmin_seed1,200,results/robomimic_lift_mg_official_bc_rnn_posmin_seed1_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed1/20260622100002/models/model_epoch_200.pth,labeled_positive,tri_lift_mg_ckptsel_labeled_positive,1500,15,21376940.533333335,-21376940.533333335,0.4,0.4,106.4
posmin_seed2,50,results/robomimic_lift_mg_official_bc_rnn_posmin_seed2_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed2/20260622100613/models/model_epoch_50.pth,train_support,tri_lift_mg_positive_plus_classifier_demo_threshold_unlabeled_demos_pos_min_seed2_train,37200,50,51778038.63,-51778038.63,0.0,0.0,150.0
posmin_seed2,50,results/robomimic_lift_mg_official_bc_rnn_posmin_seed2_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed2/20260622100613/models/model_epoch_50.pth,valid_all,tri_lift_mg_ckptsel_valid_all,9000,90,82908736.91111112,-82908736.91111112,0.0,0.0,150.0
posmin_seed2,50,results/robomimic_lift_mg_official_bc_rnn_posmin_seed2_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed2/20260622100613/models/model_epoch_50.pth,valid_positive,tri_lift_mg_ckptsel_valid_positive,4500,45,54212279.6,-54212279.6,0.0,0.0,150.0
posmin_seed2,50,results/robomimic_lift_mg_official_bc_rnn_posmin_seed2_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed2/20260622100613/models/model_epoch_50.pth,labeled_positive,tri_lift_mg_ckptsel_labeled_positive,1500,15,37677748.333333336,-37677748.333333336,0.0,0.0,150.0
posmin_seed2,100,results/robomimic_lift_mg_official_bc_rnn_posmin_seed2_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed2/20260622100613/models/model_epoch_100.pth,train_support,tri_lift_mg_positive_plus_classifier_demo_threshold_unlabeled_demos_pos_min_seed2_train,37200,50,43483233.96,-43483233.96,0.2,0.2,127.8
posmin_seed2,100,results/robomimic_lift_mg_official_bc_rnn_posmin_seed2_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed2/20260622100613/models/model_epoch_100.pth,valid_all,tri_lift_mg_ckptsel_valid_all,9000,90,82716457.6111111,-82716457.6111111,0.2,0.2,127.8
posmin_seed2,100,results/robomimic_lift_mg_official_bc_rnn_posmin_seed2_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed2/20260622100613/models/model_epoch_100.pth,valid_positive,tri_lift_mg_ckptsel_valid_positive,4500,45,51850816.222222224,-51850816.222222224,0.2,0.2,127.8
posmin_seed2,100,results/robomimic_lift_mg_official_bc_rnn_posmin_seed2_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed2/20260622100613/models/model_epoch_100.pth,labeled_positive,tri_lift_mg_ckptsel_labeled_positive,1500,15,28779180.266666666,-28779180.266666666,0.2,0.2,127.8
posmin_seed2,150,results/robomimic_lift_mg_official_bc_rnn_posmin_seed2_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed2/20260622100613/models/model_epoch_150.pth,train_support,tri_lift_mg_positive_plus_classifier_demo_threshold_unlabeled_demos_pos_min_seed2_train,37200,50,37820308.35,-37820308.35,0.5,0.5,93.5
posmin_seed2,150,results/robomimic_lift_mg_official_bc_rnn_posmin_seed2_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed2/20260622100613/models/model_epoch_150.pth,valid_all,tri_lift_mg_ckptsel_valid_all,9000,90,85740237.53333333,-85740237.53333333,0.5,0.5,93.5
posmin_seed2,150,results/robomimic_lift_mg_official_bc_rnn_posmin_seed2_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed2/20260622100613/models/model_epoch_150.pth,valid_positive,tri_lift_mg_ckptsel_valid_positive,4500,45,51641379.777777776,-51641379.777777776,0.5,0.5,93.5
posmin_seed2,150,results/robomimic_lift_mg_official_bc_rnn_posmin_seed2_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed2/20260622100613/models/model_epoch_150.pth,labeled_positive,tri_lift_mg_ckptsel_labeled_positive,1500,15,23562191.233333334,-23562191.233333334,0.5,0.5,93.5
posmin_seed2,200,results/robomimic_lift_mg_official_bc_rnn_posmin_seed2_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed2/20260622100613/models/model_epoch_200.pth,train_support,tri_lift_mg_positive_plus_classifier_demo_threshold_unlabeled_demos_pos_min_seed2_train,37200,50,34290548.34,-34290548.34,0.8,0.8,61.4
posmin_seed2,200,results/robomimic_lift_mg_official_bc_rnn_posmin_seed2_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed2/20260622100613/models/model_epoch_200.pth,valid_all,tri_lift_mg_ckptsel_valid_all,9000,90,87467217.3888889,-87467217.3888889,0.8,0.8,61.4
posmin_seed2,200,results/robomimic_lift_mg_official_bc_rnn_posmin_seed2_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed2/20260622100613/models/model_epoch_200.pth,valid_positive,tri_lift_mg_ckptsel_valid_positive,4500,45,50759466.48888889,-50759466.48888889,0.8,0.8,61.4
posmin_seed2,200,results/robomimic_lift_mg_official_bc_rnn_posmin_seed2_train/can_positive_plus_classifier_demo_threshold_unlabeled_demos_official_bc_rnn_seed2/20260622100613/models/model_epoch_200.pth,labeled_positive,tri_lift_mg_ckptsel_labeled_positive,1500,15,20836018.6,-20836018.6,0.8,0.8,61.4
allpositive_seed0,50,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed0_train/can_all_train_positive_official_bc_rnn_seed0/20260622092259/models/model_epoch_50.pth,train_support,tri_lift_mg_all_train_positive_seed0_train,42900,50,51306667.45,-51306667.45,0.2,0.2,127.4
allpositive_seed0,50,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed0_train/can_all_train_positive_official_bc_rnn_seed0/20260622092259/models/model_epoch_50.pth,valid_all,tri_lift_mg_ckptsel_valid_all,9000,90,81736481.12222221,-81736481.12222221,0.2,0.2,127.4
allpositive_seed0,50,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed0_train/can_all_train_positive_official_bc_rnn_seed0/20260622092259/models/model_epoch_50.pth,valid_positive,tri_lift_mg_ckptsel_valid_positive,4500,45,52366540.08888889,-52366540.08888889,0.2,0.2,127.4
allpositive_seed0,50,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed0_train/can_all_train_positive_official_bc_rnn_seed0/20260622092259/models/model_epoch_50.pth,labeled_positive,tri_lift_mg_ckptsel_labeled_positive,1500,15,37924153.53333333,-37924153.53333333,0.2,0.2,127.4
allpositive_seed0,100,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed0_train/can_all_train_positive_official_bc_rnn_seed0/20260622092259/models/model_epoch_100.pth,train_support,tri_lift_mg_all_train_positive_seed0_train,42900,50,39869253.0,-39869253.0,0.3,0.3,115.9
allpositive_seed0,100,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed0_train/can_all_train_positive_official_bc_rnn_seed0/20260622092259/models/model_epoch_100.pth,valid_all,tri_lift_mg_ckptsel_valid_all,9000,90,86622293.03333333,-86622293.03333333,0.3,0.3,115.9
allpositive_seed0,100,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed0_train/can_all_train_positive_official_bc_rnn_seed0/20260622092259/models/model_epoch_100.pth,valid_positive,tri_lift_mg_ckptsel_valid_positive,4500,45,50270183.08888889,-50270183.08888889,0.3,0.3,115.9
allpositive_seed0,100,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed0_train/can_all_train_positive_official_bc_rnn_seed0/20260622092259/models/model_epoch_100.pth,labeled_positive,tri_lift_mg_ckptsel_labeled_positive,1500,15,29024529.933333334,-29024529.933333334,0.3,0.3,115.9
allpositive_seed0,150,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed0_train/can_all_train_positive_official_bc_rnn_seed0/20260622092259/models/model_epoch_150.pth,train_support,tri_lift_mg_all_train_positive_seed0_train,42900,50,33279980.94,-33279980.94,0.7,0.7,76.4
allpositive_seed0,150,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed0_train/can_all_train_positive_official_bc_rnn_seed0/20260622092259/models/model_epoch_150.pth,valid_all,tri_lift_mg_ckptsel_valid_all,9000,90,90316500.34444444,-90316500.34444444,0.7,0.7,76.4
allpositive_seed0,150,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed0_train/can_all_train_positive_official_bc_rnn_seed0/20260622092259/models/model_epoch_150.pth,valid_positive,tri_lift_mg_ckptsel_valid_positive,4500,45,50628977.55555555,-50628977.55555555,0.7,0.7,76.4
allpositive_seed0,150,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed0_train/can_all_train_positive_official_bc_rnn_seed0/20260622092259/models/model_epoch_150.pth,labeled_positive,tri_lift_mg_ckptsel_labeled_positive,1500,15,24310391.266666666,-24310391.266666666,0.7,0.7,76.4
allpositive_seed0,200,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed0_train/can_all_train_positive_official_bc_rnn_seed0/20260622092259/models/model_epoch_200.pth,train_support,tri_lift_mg_all_train_positive_seed0_train,42900,50,29483114.7,-29483114.7,0.8,0.8,70.7
allpositive_seed0,200,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed0_train/can_all_train_positive_official_bc_rnn_seed0/20260622092259/models/model_epoch_200.pth,valid_all,tri_lift_mg_ckptsel_valid_all,9000,90,93535330.74444444,-93535330.74444444,0.8,0.8,70.7
allpositive_seed0,200,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed0_train/can_all_train_positive_official_bc_rnn_seed0/20260622092259/models/model_epoch_200.pth,valid_positive,tri_lift_mg_ckptsel_valid_positive,4500,45,50797503.666666664,-50797503.666666664,0.8,0.8,70.7
allpositive_seed0,200,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed0_train/can_all_train_positive_official_bc_rnn_seed0/20260622092259/models/model_epoch_200.pth,labeled_positive,tri_lift_mg_ckptsel_labeled_positive,1500,15,21096087.533333335,-21096087.533333335,0.8,0.8,70.7
allpositive_seed1,50,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed1_train/can_all_train_positive_official_bc_rnn_seed1/20260622101609/models/model_epoch_50.pth,train_support,tri_lift_mg_all_train_positive_seed1_train,42900,50,50237956.87,-50237956.87,0.1,0.1,139.1
allpositive_seed1,50,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed1_train/can_all_train_positive_official_bc_rnn_seed1/20260622101609/models/model_epoch_50.pth,valid_all,tri_lift_mg_ckptsel_valid_all,9000,90,80501002.67777778,-80501002.67777778,0.1,0.1,139.1
allpositive_seed1,50,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed1_train/can_all_train_positive_official_bc_rnn_seed1/20260622101609/models/model_epoch_50.pth,valid_positive,tri_lift_mg_ckptsel_valid_positive,4500,45,51857726.62222222,-51857726.62222222,0.1,0.1,139.1
allpositive_seed1,50,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed1_train/can_all_train_positive_official_bc_rnn_seed1/20260622101609/models/model_epoch_50.pth,labeled_positive,tri_lift_mg_ckptsel_labeled_positive,1500,15,37569525.266666666,-37569525.266666666,0.1,0.1,139.1
allpositive_seed1,100,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed1_train/can_all_train_positive_official_bc_rnn_seed1/20260622101609/models/model_epoch_100.pth,train_support,tri_lift_mg_all_train_positive_seed1_train,42900,50,39794062.41,-39794062.41,0.4,0.4,104.7
allpositive_seed1,100,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed1_train/can_all_train_positive_official_bc_rnn_seed1/20260622101609/models/model_epoch_100.pth,valid_all,tri_lift_mg_ckptsel_valid_all,9000,90,81700743.14444445,-81700743.14444445,0.4,0.4,104.7
allpositive_seed1,100,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed1_train/can_all_train_positive_official_bc_rnn_seed1/20260622101609/models/model_epoch_100.pth,valid_positive,tri_lift_mg_ckptsel_valid_positive,4500,45,48654503.55555555,-48654503.55555555,0.4,0.4,104.7
allpositive_seed1,100,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed1_train/can_all_train_positive_official_bc_rnn_seed1/20260622101609/models/model_epoch_100.pth,labeled_positive,tri_lift_mg_ckptsel_labeled_positive,1500,15,29211942.066666666,-29211942.066666666,0.4,0.4,104.7
allpositive_seed1,150,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed1_train/can_all_train_positive_official_bc_rnn_seed1/20260622101609/models/model_epoch_150.pth,train_support,tri_lift_mg_all_train_positive_seed1_train,42900,50,33869122.57,-33869122.57,0.7,0.7,64.4
allpositive_seed1,150,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed1_train/can_all_train_positive_official_bc_rnn_seed1/20260622101609/models/model_epoch_150.pth,valid_all,tri_lift_mg_ckptsel_valid_all,9000,90,86028340.12222221,-86028340.12222221,0.7,0.7,64.4
allpositive_seed1,150,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed1_train/can_all_train_positive_official_bc_rnn_seed1/20260622101609/models/model_epoch_150.pth,valid_positive,tri_lift_mg_ckptsel_valid_positive,4500,45,47194544.93333333,-47194544.93333333,0.7,0.7,64.4
allpositive_seed1,150,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed1_train/can_all_train_positive_official_bc_rnn_seed1/20260622101609/models/model_epoch_150.pth,labeled_positive,tri_lift_mg_ckptsel_labeled_positive,1500,15,23968555.666666668,-23968555.666666668,0.7,0.7,64.4
allpositive_seed1,200,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed1_train/can_all_train_positive_official_bc_rnn_seed1/20260622101609/models/model_epoch_200.pth,train_support,tri_lift_mg_all_train_positive_seed1_train,42900,50,29775315.84,-29775315.84,0.5,0.5,88.4
allpositive_seed1,200,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed1_train/can_all_train_positive_official_bc_rnn_seed1/20260622101609/models/model_epoch_200.pth,valid_all,tri_lift_mg_ckptsel_valid_all,9000,90,88337103.87777779,-88337103.87777779,0.5,0.5,88.4
allpositive_seed1,200,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed1_train/can_all_train_positive_official_bc_rnn_seed1/20260622101609/models/model_epoch_200.pth,valid_positive,tri_lift_mg_ckptsel_valid_positive,4500,45,46309531.06666667,-46309531.06666667,0.5,0.5,88.4
allpositive_seed1,200,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed1_train/can_all_train_positive_official_bc_rnn_seed1/20260622101609/models/model_epoch_200.pth,labeled_positive,tri_lift_mg_ckptsel_labeled_positive,1500,15,21096962.4,-21096962.4,0.5,0.5,88.4
allpositive_seed2,50,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed2_train/can_all_train_positive_official_bc_rnn_seed2/20260622102217/models/model_epoch_50.pth,train_support,tri_lift_mg_all_train_positive_seed2_train,42900,50,49097401.18,-49097401.18,0.2,0.2,125.7
allpositive_seed2,50,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed2_train/can_all_train_positive_official_bc_rnn_seed2/20260622102217/models/model_epoch_50.pth,valid_all,tri_lift_mg_ckptsel_valid_all,9000,90,80219929.1111111,-80219929.1111111,0.2,0.2,125.7
allpositive_seed2,50,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed2_train/can_all_train_positive_official_bc_rnn_seed2/20260622102217/models/model_epoch_50.pth,valid_positive,tri_lift_mg_ckptsel_valid_positive,4500,45,50419263.55555555,-50419263.55555555,0.2,0.2,125.7
allpositive_seed2,50,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed2_train/can_all_train_positive_official_bc_rnn_seed2/20260622102217/models/model_epoch_50.pth,labeled_positive,tri_lift_mg_ckptsel_labeled_positive,1500,15,37384573.333333336,-37384573.333333336,0.2,0.2,125.7
allpositive_seed2,100,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed2_train/can_all_train_positive_official_bc_rnn_seed2/20260622102217/models/model_epoch_100.pth,train_support,tri_lift_mg_all_train_positive_seed2_train,42900,50,39004123.68,-39004123.68,0.6,0.6,80.2
allpositive_seed2,100,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed2_train/can_all_train_positive_official_bc_rnn_seed2/20260622102217/models/model_epoch_100.pth,valid_all,tri_lift_mg_ckptsel_valid_all,9000,90,85519057.7,-85519057.7,0.6,0.6,80.2
allpositive_seed2,100,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed2_train/can_all_train_positive_official_bc_rnn_seed2/20260622102217/models/model_epoch_100.pth,valid_positive,tri_lift_mg_ckptsel_valid_positive,4500,45,49153283.53333333,-49153283.53333333,0.6,0.6,80.2
allpositive_seed2,100,results/robomimic_lift_mg_official_bc_rnn_allpositive_seed2_train/can_all_train_positive_official_bc_rnn_seed2/20260622102217/models/model_epoch_100.pth,labeled_positive,tri_lift_mg_ckptsel_labeled_positive,1500,15,28901124.6,-28901124.6,0.6,0.6,80.2
