seed,threshold_name,threshold,score_gap,effective_min,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,score_gap_posx,,0.047811269760131836,40,score_gap_posx,66,40,26,0.6060606060606061,0.49408143758773804,0.7096773638869777,0.9756813645362854
0,adaptive_posmass,60.295148558450364,0.047811269760131836,40,adaptive_posmass_coverage_gap,66,40,26,0.6060606060606061,0.49408143758773804,0.7096773638869777,0.9756813645362854
0,adaptive_masscap,60.295148558450364,0.047811269760131836,40,adaptive_masscap_coverage_gap,66,40,26,0.6060606060606061,0.49408143758773804,0.7096773638869777,0.9756813645362854
0,top_posx2,,,20,top_posx2,20,20,0,1.0,0.7946527004241943,0.8907663971185684,0.9756813645362854
0,top_posx3,,,30,top_posx3,30,24,6,0.8,0.6743553876876831,0.8383370518684388,0.9756813645362854
0,top_posx4,,,40,top_posx4,40,27,13,0.675,0.6374083757400513,0.7933596894145012,0.9756813645362854
0,neg_max,0.13498008251190186,,,neg_max,108,40,68,0.37037037037037035,0.1435392200946808,0.5479393191635609,0.9756813645362854
0,mid_mean,0.49959217673167583,,,mid_mean,65,39,26,0.6,0.5176817178726196,0.7129942242915813,0.9756813645362854
0,mid_minpos_maxneg,0.4407050311565399,,,mid_minpos_maxneg,67,40,27,0.5970149253731343,0.4462701678276062,0.7057459131995244,0.9756813645362854
0,pos_p10,0.8530371129512787,,,pos_p10,15,15,0,1.0,0.8531137108802795,0.9182844281196594,0.9756813645362854
0,pos_min,0.746429979801178,,,pos_min,23,22,1,0.9565217391304348,0.7694360613822937,0.8765221082645914,0.9756813645362854
1,score_gap_posx,,0.05902498960494995,40,score_gap_posx,63,40,23,0.6349206349206349,0.486610472202301,0.716942790954832,0.9759562611579895
1,adaptive_posmass,59.09409012080381,0.05902498960494995,40,adaptive_posmass_coverage_gap,63,40,23,0.6349206349206349,0.486610472202301,0.716942790954832,0.9759562611579895
1,adaptive_masscap,59.09409012080381,0.05902498960494995,40,adaptive_masscap_coverage_gap,63,40,23,0.6349206349206349,0.486610472202301,0.716942790954832,0.9759562611579895
1,top_posx2,,,20,top_posx2,20,20,0,1.0,0.7791501879692078,0.8963787227869033,0.9759562611579895
1,top_posx3,,,30,top_posx3,30,26,4,0.8666666666666667,0.6833414435386658,0.840599391857783,0.9759562611579895
1,top_posx4,,,40,top_posx4,40,29,11,0.725,0.6329776644706726,0.7942043378949165,0.9759562611579895
1,neg_max,0.10666318982839584,,,neg_max,113,40,73,0.35398230088495575,0.11237777769565582,0.5207545980151775,0.9759562611579895
1,mid_mean,0.49951746547594666,,,mid_mean,62,39,23,0.6290322580645161,0.5190994143486023,0.7206578283540664,0.9759562611579895
1,mid_minpos_maxneg,0.41679904982447624,,,mid_minpos_maxneg,64,40,24,0.625,0.4275854825973511,0.7124215830117464,0.9759562611579895
1,pos_p10,0.8628212511539459,,,pos_p10,14,14,0,1.0,0.8809089064598083,0.9308032052857536,0.9759562611579895
1,pos_min,0.7269349098205566,,,pos_min,25,23,2,0.92,0.7415079474449158,0.8694888687133789,0.9759562611579895
2,score_gap_posx,,0.029041767120361328,40,score_gap_posx,61,38,23,0.6229508196721312,0.5445929169654846,0.7305158591661297,0.9756931066513062
2,adaptive_posmass,61.29571145437791,0.029041767120361328,40,adaptive_posmass_coverage_gap,61,38,23,0.6229508196721312,0.5445929169654846,0.7305158591661297,0.9756931066513062
2,adaptive_masscap,61.29571145437791,0.029041767120361328,40,adaptive_masscap_coverage_gap,61,38,23,0.6229508196721312,0.5445929169654846,0.7305158591661297,0.9756931066513062
2,top_posx2,,,20,top_posx2,20,19,1,0.95,0.7743456363677979,0.8994938373565674,0.9756931066513062
2,top_posx3,,,30,top_posx3,30,23,7,0.7666666666666667,0.7021794319152832,0.8456153353055318,0.9756931066513062
2,top_posx4,,,40,top_posx4,40,29,11,0.725,0.6469772458076477,0.8007184207439423,0.9756931066513062
2,neg_max,0.14868970215320587,,,neg_max,107,40,67,0.37383177570093457,0.15183258056640625,0.5565415484325908,0.9756931066513062
2,mid_mean,0.497509428486228,,,mid_mean,66,40,26,0.6060606060606061,0.49848684668540955,0.7136296526049123,0.9756931066513062
2,mid_minpos_maxneg,0.4243369475007057,,,mid_minpos_maxneg,70,40,30,0.5714285714285714,0.42735084891319275,0.6990771600178309,0.9756931066513062
2,pos_p10,0.8446133553981781,,,pos_p10,16,16,0,1.0,0.8454293608665466,0.9242194890975952,0.9756931066513062
2,pos_min,0.6999841928482056,,,pos_min,30,23,7,0.7666666666666667,0.7021794319152832,0.8456153353055318,0.9756931066513062
