seed,k,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,10,top_10,10,10,0,1.0,0.8967412710189819,0.9414833366870881,0.9756813645362854
0,15,top_15,15,15,0,1.0,0.8531137108802795,0.9182844281196594,0.9756813645362854
0,20,top_20,20,20,0,1.0,0.7946527004241943,0.8907663971185684,0.9756813645362854
0,25,top_25,25,23,2,0.92,0.7279170155525208,0.8650545167922974,0.9756813645362854
0,30,top_30,30,24,6,0.8,0.6743553876876831,0.8383370518684388,0.9756813645362854
0,35,top_35,35,26,9,0.7428571428571429,0.6602851748466492,0.813919460773468,0.9756813645362854
0,40,top_40,40,27,13,0.675,0.6374083757400513,0.7933596894145012,0.9756813645362854
0,45,top_45,45,31,14,0.6888888888888889,0.6220344305038452,0.7749413993623522,0.9756813645362854
0,50,top_50,50,32,18,0.64,0.5955543518066406,0.7577403390407562,0.9756813645362854
0,60,top_60,60,37,23,0.6166666666666667,0.5596386790275574,0.7277040481567383,0.9756813645362854
0,80,top_80,80,40,40,0.5,0.3508417308330536,0.6550748616456985,0.9756813645362854
1,10,top_10,10,10,0,1.0,0.9082364439964294,0.9460503935813904,0.9759562611579895
1,15,top_15,15,15,0,1.0,0.8440930843353271,0.9250225305557251,0.9759562611579895
1,20,top_20,20,20,0,1.0,0.7791501879692078,0.8963787227869033,0.9759562611579895
1,25,top_25,25,23,2,0.92,0.7415079474449158,0.8694888687133789,0.9759562611579895
1,30,top_30,30,26,4,0.8666666666666667,0.6833414435386658,0.840599391857783,0.9759562611579895
1,35,top_35,35,27,8,0.7714285714285715,0.6453357934951782,0.816485972063882,0.9759562611579895
1,40,top_40,40,29,11,0.725,0.6329776644706726,0.7942043378949165,0.9759562611579895
1,45,top_45,45,33,12,0.7333333333333333,0.6081715822219849,0.7750026755862766,0.9759562611579895
1,50,top_50,50,35,15,0.7,0.5975671410560608,0.7576757276058197,0.9759562611579895
1,60,top_60,60,39,21,0.65,0.5568676590919495,0.7271464457114537,0.9759562611579895
1,80,top_80,80,40,40,0.5,0.31954851746559143,0.6446544654667378,0.9759562611579895
2,10,top_10,10,10,0,1.0,0.9251817464828491,0.9457721471786499,0.9756931066513062
2,15,top_15,15,15,0,1.0,0.8727859258651733,0.9294721643129985,0.9756931066513062
2,20,top_20,20,19,1,0.95,0.7743456363677979,0.8994938373565674,0.9756931066513062
2,25,top_25,25,22,3,0.88,0.7412135004997253,0.8705941724777222,0.9756931066513062
2,30,top_30,30,23,7,0.7666666666666667,0.7021794319152832,0.8456153353055318,0.9756931066513062
2,35,top_35,35,27,8,0.7714285714285715,0.6744732856750488,0.8223430361066546,0.9756931066513062
2,40,top_40,40,29,11,0.725,0.6469772458076477,0.8007184207439423,0.9756931066513062
2,45,top_45,45,32,13,0.7111111111111111,0.617701530456543,0.7815723180770874,0.9756931066513062
2,50,top_50,50,34,16,0.68,0.6031771898269653,0.764102829694748,0.9756931066513062
2,60,top_60,60,38,22,0.6333333333333333,0.5534120202064514,0.7336145748694738,0.9756931066513062
2,80,top_80,80,40,40,0.5,0.3564828634262085,0.6606548968702555,0.9756931066513062
