seed,threshold_name,threshold,score_gap,effective_min,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,score_gap_posx,,0.0005647540092468262,40,score_gap_posx,69,51,18,0.7391304347826086,0.9865482449531555,0.9901090540747711,0.9955040216445923
0,adaptive_posmass,1494.988733617007,0.0005647540092468262,40,adaptive_posmass_coverage_gap,69,51,18,0.7391304347826086,0.9865482449531555,0.9901090540747711,0.9955040216445923
0,adaptive_masscap,1494.988733617007,0.0005647540092468262,40,adaptive_masscap_coverage_gap,69,51,18,0.7391304347826086,0.9865482449531555,0.9901090540747711,0.9955040216445923
0,top_posx2,,,20,top_posx2,20,17,3,0.85,0.9911844730377197,0.9927304148674011,0.9955040216445923
0,top_posx3,,,30,top_posx3,30,24,6,0.8,0.990372896194458,0.9920784910519918,0.9955040216445923
0,top_posx4,,,40,top_posx4,40,31,9,0.775,0.9896405935287476,0.9915341958403587,0.9955040216445923
0,neg_max,0.0774276852607727,,,neg_max,2739,688,2051,0.2511865644395765,0.07760755717754364,0.5425152349516656,0.9955040216445923
0,mid_mean,0.5010660802014172,,,mid_mean,1448,670,778,0.462707182320442,0.5012570023536682,0.8140386727880378,0.9955040216445923
0,mid_minpos_maxneg,0.493049681186676,,,mid_minpos_maxneg,1458,673,785,0.4615912208504801,0.4943406283855438,0.811865841982623,0.9955040216445923
0,pos_p10,0.960006582736969,,,pos_p10,279,188,91,0.6738351254480287,0.9600527882575989,0.978098346981951,0.9955040216445923
0,pos_min,0.9086716771125793,,,pos_min,519,338,181,0.651252408477842,0.9086761474609375,0.9582005645038995,0.9955040216445923
1,score_gap_posx,,0.0008750557899475098,40,score_gap_posx,73,53,20,0.726027397260274,0.9850816130638123,0.989228853624161,0.9966170191764832
1,adaptive_posmass,1425.8171797342864,0.0008750557899475098,40,adaptive_posmass_coverage_gap,73,53,20,0.726027397260274,0.9850816130638123,0.989228853624161,0.9966170191764832
1,adaptive_masscap,1425.8171797342864,0.0008750557899475098,40,adaptive_masscap_coverage_gap,73,53,20,0.726027397260274,0.9850816130638123,0.989228853624161,0.9966170191764832
1,top_posx2,,,20,top_posx2,20,16,4,0.8,0.9912828803062439,0.9926578164100647,0.9966170191764832
1,top_posx3,,,30,top_posx3,30,23,7,0.7666666666666667,0.9898661375045776,0.9918817222118378,0.9966170191764832
1,top_posx4,,,40,top_posx4,40,28,12,0.7,0.9886650443077087,0.991213969886303,0.9966170191764832
1,neg_max,0.07487333565950394,,,neg_max,2639,688,1951,0.2607048124289504,0.0751594826579094,0.5344826746823752,0.9966170191764832
1,mid_mean,0.4985592010430992,,,mid_mean,1372,673,699,0.4905247813411079,0.4999060034751892,0.8141052627354948,0.9966170191764832
1,mid_minpos_maxneg,0.4891766346991062,,,mid_minpos_maxneg,1383,674,709,0.48734634851771513,0.49112746119499207,0.8115558225610338,0.9966170191764832
1,pos_p10,0.9535959899425507,,,pos_p10,278,194,84,0.697841726618705,0.9536446928977966,0.9747648011866233,0.9966170191764832
1,pos_min,0.9034799337387085,,,pos_min,501,326,175,0.6506986027944112,0.9036829471588135,0.9551532918107724,0.9966170191764832
2,score_gap_posx,,0.000372469425201416,40,score_gap_posx,64,44,20,0.6875,0.9873471856117249,0.9907312169671059,0.9968190789222717
2,adaptive_posmass,1478.025998659611,0.000372469425201416,40,adaptive_posmass_coverage_gap,64,44,20,0.6875,0.9873471856117249,0.9907312169671059,0.9968190789222717
2,adaptive_masscap,1478.025998659611,0.000372469425201416,40,adaptive_masscap_coverage_gap,64,44,20,0.6875,0.9873471856117249,0.9907312169671059,0.9968190789222717
2,top_posx2,,,20,top_posx2,20,16,4,0.8,0.9918964505195618,0.9935925334692002,0.9968190789222717
2,top_posx3,,,30,top_posx3,30,23,7,0.7666666666666667,0.9905442595481873,0.9927778780460358,0.9968190789222717
2,top_posx4,,,40,top_posx4,40,29,11,0.725,0.9894771575927734,0.9920923560857773,0.9968190789222717
2,neg_max,0.08817939460277557,,,neg_max,2650,688,1962,0.259622641509434,0.08853837102651596,0.5498240447437989,0.9968190789222717
2,mid_mean,0.4988210921408609,,,mid_mean,1426,674,752,0.4726507713884993,0.49996277689933777,0.8123565632405823,0.9968190789222717
2,mid_minpos_maxneg,0.4945773705840111,,,mid_minpos_maxneg,1428,674,754,0.47198879551820727,0.4956638216972351,0.8119149044865653,0.9968190789222717
2,pos_p10,0.9568746745586395,,,pos_p10,277,195,82,0.703971119133574,0.957036554813385,0.9775438151634988,0.9968190789222717
2,pos_min,0.9009753465652466,,,pos_min,527,343,184,0.650853889943074,0.9013700485229492,0.9554101251334348,0.9968190789222717
