split,episode,initial_demo_id,positive_success,cau_success,oracle_success,positive_top_prob,positive_entropy,positive_logit_gap,positive_top_scale_mean,positive_support_margin,positive_support_pos_dist,positive_support_neg_dist,cau_top_prob,cau_entropy,cau_logit_gap,cau_top_scale_mean,cau_support_margin,cau_support_pos_dist,cau_support_neg_dist,positive_cau_action_l2,positive_logp_self,positive_logp_under_cau,positive_logp_margin_vs_cau,cau_logp_self,cau_logp_under_positive,cau_logp_margin_vs_positive,cau_minus_positive_top_prob,cau_minus_positive_entropy,cau_minus_positive_logit_gap,cau_minus_positive_support_margin
202,46,demo_89,1,1,1,1.0,0.0,26.416901,0.158555,0.65014,2.263795,2.913935,1.0,0.0,23.853989,0.13298,0.489736,2.530127,3.019863,0.116713,15.771404,15.471792,0.299612,15.928303,15.170438,0.757865,0.0,0.0,-2.562912,-0.160404
202,47,demo_99,1,1,1,1.0,0.0,28.832907,0.13847,-0.203288,1.687879,1.48459,1.0,0.0,26.364254,0.118428,-0.158903,1.858318,1.699415,0.123147,16.506208,15.78327,0.722938,16.385487,15.603019,0.782468,0.0,0.0,-2.468653,0.044385
202,48,demo_105,0,1,1,1.0,0.0,27.680599,0.144124,0.7189,1.349046,2.067946,1.0,0.0,25.372849,0.118112,0.843416,1.436345,2.27976,0.121212,16.148397,15.831226,0.317171,16.275047,15.557352,0.717695,0.0,0.0,-2.30775,0.124516
202,49,demo_189,1,1,1,1.0,0.0,26.487829,0.150104,0.79938,0.836787,1.636167,1.0,0.0,24.390583,0.122267,0.85404,1.063713,1.917753,0.129971,15.839884,15.687986,0.151898,16.037556,15.416129,0.621427,0.0,0.0,-2.097246,0.05466
303,0,demo_5,0,1,1,1.0,1e-06,17.270111,0.145913,0.853124,0.857393,1.710517,0.831035,0.454243,1.592979,0.080394,0.944702,0.793121,1.737823,0.101157,15.500816,17.99346,-2.492644,18.338953,15.366375,2.972578,-0.168965,0.454242,-15.677132,0.091578
303,1,demo_29,1,0,1,1.0,1e-06,16.381689,0.162824,2.049384,2.02995,4.079334,0.794257,0.508264,1.35078,0.086704,2.278405,1.810435,4.08884,0.076718,14.957321,17.587494,-2.630173,17.924133,14.808014,3.116119,-0.205743,0.508263,-15.030909,0.229021
303,2,demo_39,0,0,0,1.0,1e-06,16.624474,0.162471,0.041313,2.92402,2.965333,0.838135,0.442753,1.644414,0.082184,-0.02129,2.873103,2.851813,0.200074,15.321362,17.033203,-1.711841,18.156921,14.894269,3.262652,-0.161865,0.442752,-14.98006,-0.062603
303,3,demo_45,1,1,1,1.0,0.0,17.796257,0.142731,-0.149441,2.126979,1.977538,0.786297,0.518822,1.30275,0.080461,-0.083289,2.12323,2.03994,0.123099,15.63122,17.707441,-2.076221,18.473042,15.343981,3.129061,-0.213703,0.518822,-16.493507,0.066152
303,4,demo_53,1,1,1,1.0,1e-06,16.960749,0.157178,0.067577,1.640386,1.707964,0.818236,0.474059,1.504444,0.083182,0.04015,1.530808,1.570958,0.148946,15.359646,17.367825,-2.008179,18.095551,15.020472,3.075079,-0.181764,0.474058,-15.456305,-0.027427
303,5,demo_81,1,1,1,1.0,0.0,17.455809,0.151945,0.056704,2.271185,2.327889,0.766377,0.543619,1.187966,0.083973,0.316091,2.081106,2.397197,0.083197,15.333805,17.532541,-2.198736,18.249527,15.053343,3.196184,-0.233623,0.543619,-16.267843,0.259387
303,6,demo_89,1,1,1,1.0,1e-06,17.232464,0.160917,0.34691,2.153125,2.500035,0.824247,0.464893,1.545393,0.080411,0.481753,1.995306,2.477059,0.115671,15.379237,17.553373,-2.174136,18.349751,15.065981,3.28377,-0.175753,0.464892,-15.687071,0.134843
303,7,demo_99,1,1,1,1.0,0.0,18.158421,0.14306,-0.776109,2.682989,1.90688,0.766189,0.543842,1.186913,0.079407,-0.519145,2.532377,2.013233,0.111298,15.782935,17.826071,-2.043136,18.718504,15.436619,3.281885,-0.233811,0.543842,-16.971508,0.256964
303,8,demo_105,1,1,1,1.0,0.0,18.127163,0.138876,-1.122633,1.939991,0.817358,0.794052,0.508539,1.349524,0.077114,-0.976926,1.922626,0.9457,0.131152,15.92606,18.233345,-2.307285,18.836283,15.676854,3.159429,-0.205948,0.508539,-16.777639,0.145707
303,9,demo_189,1,1,1,1.0,0.0,17.71554,0.139843,0.36658,0.773705,1.140285,0.842477,0.435541,1.676773,0.07537,0.493772,0.690517,1.18429,0.122236,15.832336,18.238583,-2.406247,18.756096,15.656937,3.099159,-0.157523,0.435541,-16.038767,0.127192
303,10,demo_5,0,1,1,1.0,1e-06,17.270111,0.145913,0.853124,0.857393,1.710517,0.831035,0.454243,1.592979,0.080394,0.944702,0.793121,1.737823,0.101157,15.500816,17.99346,-2.492644,18.338953,15.366375,2.972578,-0.168965,0.454242,-15.677132,0.091578
303,11,demo_29,1,1,1,1.0,1e-06,16.381689,0.162824,2.049384,2.02995,4.079334,0.794257,0.508264,1.35078,0.086704,2.278405,1.810435,4.08884,0.076718,14.957321,17.587494,-2.630173,17.924133,14.808014,3.116119,-0.205743,0.508263,-15.030909,0.229021
303,12,demo_39,0,0,0,1.0,1e-06,16.624474,0.162471,0.041313,2.92402,2.965333,0.838135,0.442753,1.644414,0.082184,-0.02129,2.873103,2.851813,0.200074,15.321362,17.033203,-1.711841,18.156921,14.894269,3.262652,-0.161865,0.442752,-14.98006,-0.062603
303,13,demo_45,1,1,1,1.0,0.0,17.796257,0.142731,-0.149441,2.126979,1.977538,0.786297,0.518822,1.30275,0.080461,-0.083289,2.12323,2.03994,0.123099,15.63122,17.707441,-2.076221,18.473042,15.343981,3.129061,-0.213703,0.518822,-16.493507,0.066152
303,14,demo_53,1,1,1,1.0,1e-06,16.960749,0.157178,0.067577,1.640386,1.707964,0.818236,0.474059,1.504444,0.083182,0.04015,1.530808,1.570958,0.148946,15.359646,17.367825,-2.008179,18.095551,15.020472,3.075079,-0.181764,0.474058,-15.456305,-0.027427
303,15,demo_81,0,1,1,1.0,0.0,17.455809,0.151945,0.056704,2.271185,2.327889,0.766377,0.543619,1.187966,0.083973,0.316091,2.081106,2.397197,0.083197,15.333805,17.532541,-2.198736,18.249527,15.053343,3.196184,-0.233623,0.543619,-16.267843,0.259387
303,16,demo_89,1,1,1,1.0,1e-06,17.232464,0.160917,0.34691,2.153125,2.500035,0.824247,0.464893,1.545393,0.080411,0.481753,1.995306,2.477059,0.115671,15.379237,17.553373,-2.174136,18.349751,15.065981,3.28377,-0.175753,0.464892,-15.687071,0.134843
303,17,demo_99,1,1,1,1.0,0.0,18.158421,0.14306,-0.776109,2.682989,1.90688,0.766189,0.543842,1.186913,0.079407,-0.519145,2.532377,2.013233,0.111298,15.782935,17.826071,-2.043136,18.718504,15.436619,3.281885,-0.233811,0.543842,-16.971508,0.256964
303,18,demo_105,1,1,1,1.0,0.0,18.127163,0.138876,-1.122633,1.939991,0.817358,0.794052,0.508539,1.349524,0.077114,-0.976926,1.922626,0.9457,0.131152,15.92606,18.233345,-2.307285,18.836283,15.676854,3.159429,-0.205948,0.508539,-16.777639,0.145707
303,19,demo_189,1,1,1,1.0,0.0,17.71554,0.139843,0.36658,0.773705,1.140285,0.842477,0.435541,1.676773,0.07537,0.493772,0.690517,1.18429,0.122236,15.832336,18.238583,-2.406247,18.756096,15.656937,3.099159,-0.157523,0.435541,-16.038767,0.127192
303,20,demo_5,1,1,1,1.0,1e-06,17.270111,0.145913,0.853124,0.857393,1.710517,0.831035,0.454243,1.592979,0.080394,0.944702,0.793121,1.737823,0.101157,15.500816,17.99346,-2.492644,18.338953,15.366375,2.972578,-0.168965,0.454242,-15.677132,0.091578
303,21,demo_29,1,0,1,1.0,1e-06,16.381689,0.162824,2.049384,2.02995,4.079334,0.794257,0.508264,1.35078,0.086704,2.278405,1.810435,4.08884,0.076718,14.957321,17.587494,-2.630173,17.924133,14.808014,3.116119,-0.205743,0.508263,-15.030909,0.229021
303,22,demo_39,1,0,1,1.0,1e-06,16.624474,0.162471,0.041313,2.92402,2.965333,0.838135,0.442753,1.644414,0.082184,-0.02129,2.873103,2.851813,0.200074,15.321362,17.033203,-1.711841,18.156921,14.894269,3.262652,-0.161865,0.442752,-14.98006,-0.062603
303,23,demo_45,1,1,1,1.0,0.0,17.796257,0.142731,-0.149441,2.126979,1.977538,0.786297,0.518822,1.30275,0.080461,-0.083289,2.12323,2.03994,0.123099,15.63122,17.707441,-2.076221,18.473042,15.343981,3.129061,-0.213703,0.518822,-16.493507,0.066152
303,24,demo_53,1,1,1,1.0,1e-06,16.960749,0.157178,0.067577,1.640386,1.707964,0.818236,0.474059,1.504444,0.083182,0.04015,1.530808,1.570958,0.148946,15.359646,17.367825,-2.008179,18.095551,15.020472,3.075079,-0.181764,0.474058,-15.456305,-0.027427
303,25,demo_81,0,1,1,1.0,0.0,17.455809,0.151945,0.056704,2.271185,2.327889,0.766377,0.543619,1.187966,0.083973,0.316091,2.081106,2.397197,0.083197,15.333805,17.532541,-2.198736,18.249527,15.053343,3.196184,-0.233623,0.543619,-16.267843,0.259387
303,26,demo_89,0,1,1,1.0,1e-06,17.232464,0.160917,0.34691,2.153125,2.500035,0.824247,0.464893,1.545393,0.080411,0.481753,1.995306,2.477059,0.115671,15.379237,17.553373,-2.174136,18.349751,15.065981,3.28377,-0.175753,0.464892,-15.687071,0.134843
303,27,demo_99,1,1,1,1.0,0.0,18.158421,0.14306,-0.776109,2.682989,1.90688,0.766189,0.543842,1.186913,0.079407,-0.519145,2.532377,2.013233,0.111298,15.782935,17.826071,-2.043136,18.718504,15.436619,3.281885,-0.233811,0.543842,-16.971508,0.256964
303,28,demo_105,1,1,1,1.0,0.0,18.127163,0.138876,-1.122633,1.939991,0.817358,0.794052,0.508539,1.349524,0.077114,-0.976926,1.922626,0.9457,0.131152,15.92606,18.233345,-2.307285,18.836283,15.676854,3.159429,-0.205948,0.508539,-16.777639,0.145707
303,29,demo_189,1,0,1,1.0,0.0,17.71554,0.139843,0.36658,0.773705,1.140285,0.842477,0.435541,1.676773,0.07537,0.493772,0.690517,1.18429,0.122236,15.832336,18.238583,-2.406247,18.756096,15.656937,3.099159,-0.157523,0.435541,-16.038767,0.127192
303,30,demo_5,0,1,1,1.0,1e-06,17.270111,0.145913,0.853124,0.857393,1.710517,0.831035,0.454243,1.592979,0.080394,0.944702,0.793121,1.737823,0.101157,15.500816,17.99346,-2.492644,18.338953,15.366375,2.972578,-0.168965,0.454242,-15.677132,0.091578
303,31,demo_29,1,0,1,1.0,1e-06,16.381689,0.162824,2.049384,2.02995,4.079334,0.794257,0.508264,1.35078,0.086704,2.278405,1.810435,4.08884,0.076718,14.957321,17.587494,-2.630173,17.924133,14.808014,3.116119,-0.205743,0.508263,-15.030909,0.229021
303,32,demo_39,0,0,0,1.0,1e-06,16.624474,0.162471,0.041313,2.92402,2.965333,0.838135,0.442753,1.644414,0.082184,-0.02129,2.873103,2.851813,0.200074,15.321362,17.033203,-1.711841,18.156921,14.894269,3.262652,-0.161865,0.442752,-14.98006,-0.062603
303,33,demo_45,1,1,1,1.0,0.0,17.796257,0.142731,-0.149441,2.126979,1.977538,0.786297,0.518822,1.30275,0.080461,-0.083289,2.12323,2.03994,0.123099,15.63122,17.707441,-2.076221,18.473042,15.343981,3.129061,-0.213703,0.518822,-16.493507,0.066152
303,34,demo_53,1,1,1,1.0,1e-06,16.960749,0.157178,0.067577,1.640386,1.707964,0.818236,0.474059,1.504444,0.083182,0.04015,1.530808,1.570958,0.148946,15.359646,17.367825,-2.008179,18.095551,15.020472,3.075079,-0.181764,0.474058,-15.456305,-0.027427
303,35,demo_81,0,1,1,1.0,0.0,17.455809,0.151945,0.056704,2.271185,2.327889,0.766377,0.543619,1.187966,0.083973,0.316091,2.081106,2.397197,0.083197,15.333805,17.532541,-2.198736,18.249527,15.053343,3.196184,-0.233623,0.543619,-16.267843,0.259387
303,36,demo_89,1,1,1,1.0,1e-06,17.232464,0.160917,0.34691,2.153125,2.500035,0.824247,0.464893,1.545393,0.080411,0.481753,1.995306,2.477059,0.115671,15.379237,17.553373,-2.174136,18.349751,15.065981,3.28377,-0.175753,0.464892,-15.687071,0.134843
303,37,demo_99,1,1,1,1.0,0.0,18.158421,0.14306,-0.776109,2.682989,1.90688,0.766189,0.543842,1.186913,0.079407,-0.519145,2.532377,2.013233,0.111298,15.782935,17.826071,-2.043136,18.718504,15.436619,3.281885,-0.233811,0.543842,-16.971508,0.256964
303,38,demo_105,1,1,1,1.0,0.0,18.127163,0.138876,-1.122633,1.939991,0.817358,0.794052,0.508539,1.349524,0.077114,-0.976926,1.922626,0.9457,0.131152,15.92606,18.233345,-2.307285,18.836283,15.676854,3.159429,-0.205948,0.508539,-16.777639,0.145707
303,39,demo_189,1,1,1,1.0,0.0,17.71554,0.139843,0.36658,0.773705,1.140285,0.842477,0.435541,1.676773,0.07537,0.493772,0.690517,1.18429,0.122236,15.832336,18.238583,-2.406247,18.756096,15.656937,3.099159,-0.157523,0.435541,-16.038767,0.127192
303,40,demo_5,0,1,1,1.0,1e-06,17.270111,0.145913,0.853124,0.857393,1.710517,0.831035,0.454243,1.592979,0.080394,0.944702,0.793121,1.737823,0.101157,15.500816,17.99346,-2.492644,18.338953,15.366375,2.972578,-0.168965,0.454242,-15.677132,0.091578
303,41,demo_29,1,0,1,1.0,1e-06,16.381689,0.162824,2.049384,2.02995,4.079334,0.794257,0.508264,1.35078,0.086704,2.278405,1.810435,4.08884,0.076718,14.957321,17.587494,-2.630173,17.924133,14.808014,3.116119,-0.205743,0.508263,-15.030909,0.229021
303,42,demo_39,0,0,0,1.0,1e-06,16.624474,0.162471,0.041313,2.92402,2.965333,0.838135,0.442753,1.644414,0.082184,-0.02129,2.873103,2.851813,0.200074,15.321362,17.033203,-1.711841,18.156921,14.894269,3.262652,-0.161865,0.442752,-14.98006,-0.062603
303,43,demo_45,1,1,1,1.0,0.0,17.796257,0.142731,-0.149441,2.126979,1.977538,0.786297,0.518822,1.30275,0.080461,-0.083289,2.12323,2.03994,0.123099,15.63122,17.707441,-2.076221,18.473042,15.343981,3.129061,-0.213703,0.518822,-16.493507,0.066152
303,44,demo_53,1,1,1,1.0,1e-06,16.960749,0.157178,0.067577,1.640386,1.707964,0.818236,0.474059,1.504444,0.083182,0.04015,1.530808,1.570958,0.148946,15.359646,17.367825,-2.008179,18.095551,15.020472,3.075079,-0.181764,0.474058,-15.456305,-0.027427
303,45,demo_81,0,1,1,1.0,0.0,17.455809,0.151945,0.056704,2.271185,2.327889,0.766377,0.543619,1.187966,0.083973,0.316091,2.081106,2.397197,0.083197,15.333805,17.532541,-2.198736,18.249527,15.053343,3.196184,-0.233623,0.543619,-16.267843,0.259387
303,46,demo_89,1,1,1,1.0,1e-06,17.232464,0.160917,0.34691,2.153125,2.500035,0.824247,0.464893,1.545393,0.080411,0.481753,1.995306,2.477059,0.115671,15.379237,17.553373,-2.174136,18.349751,15.065981,3.28377,-0.175753,0.464892,-15.687071,0.134843
303,47,demo_99,1,1,1,1.0,0.0,18.158421,0.14306,-0.776109,2.682989,1.90688,0.766189,0.543842,1.186913,0.079407,-0.519145,2.532377,2.013233,0.111298,15.782935,17.826071,-2.043136,18.718504,15.436619,3.281885,-0.233811,0.543842,-16.971508,0.256964
303,48,demo_105,1,1,1,1.0,0.0,18.127163,0.138876,-1.122633,1.939991,0.817358,0.794052,0.508539,1.349524,0.077114,-0.976926,1.922626,0.9457,0.131152,15.92606,18.233345,-2.307285,18.836283,15.676854,3.159429,-0.205948,0.508539,-16.777639,0.145707
303,49,demo_189,0,1,1,1.0,0.0,17.71554,0.139843,0.36658,0.773705,1.140285,0.842477,0.435541,1.676773,0.07537,0.493772,0.690517,1.18429,0.122236,15.832336,18.238583,-2.406247,18.756096,15.656937,3.099159,-0.157523,0.435541,-16.038767,0.127192
404,0,demo_5,1,1,1,1.0,0.0,37.716698,0.101341,1.531519,1.381931,2.91345,1.0,0.0,22.126503,0.097773,1.450998,1.474341,2.925339,0.088083,17.416452,17.46035,-0.043898,17.633295,17.279634,0.353661,0.0,0.0,-15.590195,-0.080521
404,1,demo_29,1,0,1,1.0,0.0,36.925552,0.102195,0.656079,1.337873,1.993952,1.0,0.0,20.863338,0.104398,0.799229,1.263417,2.062646,0.115478,17.38818,16.806986,0.581194,17.189182,16.931137,0.258045,0.0,0.0,-16.062214,0.14315
404,2,demo_39,0,0,0,1.0,0.0,35.546219,0.111042,0.119371,3.179542,3.298913,1.0,0.0,22.135052,0.103996,0.153073,3.158976,3.312048,0.193438,16.89006,16.639692,0.250368,17.289495,16.310492,0.979003,0.0,0.0,-13.411167,0.033702
404,3,demo_45,1,1,1,1.0,0.0,38.315544,0.092796,0.942326,0.932013,1.874339,1.0,0.0,22.160934,0.093916,0.916466,0.923602,1.840068,0.043678,18.113926,17.844528,0.269398,17.970215,18.000237,-0.030022,0.0,0.0,-16.15461,-0.02586
404,4,demo_53,1,1,1,1.0,0.0,36.594105,0.103172,-0.418795,2.586052,2.167257,1.0,0.0,22.52849,0.098483,-0.458231,2.606669,2.148438,0.206167,17.33856,16.792492,0.546068,17.643663,16.442247,1.201416,0.0,0.0,-14.065615,-0.039436
404,5,demo_81,1,1,1,1.0,0.0,37.911682,0.097294,0.98466,0.804356,1.789017,1.0,0.0,21.59165,0.096798,0.934459,0.863626,1.798085,0.085178,17.902481,17.546247,0.356234,17.749229,17.71895,0.030279,0.0,0.0,-16.320032,-0.050201
404,6,demo_89,1,1,1,1.0,0.0,38.056004,0.100973,-0.112198,2.586234,2.474036,1.0,0.0,22.838654,0.094955,-0.119147,2.57976,2.460613,0.08913,17.821621,17.50103,0.320591,17.965,17.414473,0.550527,0.0,0.0,-15.21735,-0.006949
404,7,demo_99,0,0,0,1.0,0.0,39.007103,0.090874,0.556291,1.250525,1.806816,1.0,0.0,22.278206,0.091391,0.570614,1.249934,1.820548,0.081383,18.404367,18.043524,0.360843,18.19495,18.267591,-0.072641,0.0,0.0,-16.728897,0.014323
404,8,demo_105,1,1,1,1.0,0.0,38.854897,0.092312,-0.282845,1.835535,1.55269,1.0,0.0,22.425739,0.092776,-0.331334,1.852049,1.520714,0.05702,18.178234,18.013424,0.16481,18.081001,18.11125,-0.030249,0.0,0.0,-16.429158,-0.048489
404,9,demo_189,1,1,1,1.0,0.0,38.402847,0.098132,0.62742,1.67504,2.30246,1.0,0.0,22.478819,0.096318,0.526391,1.750436,2.276828,0.100051,17.632088,17.541172,0.090916,17.786701,17.411455,0.375246,0.0,0.0,-15.924028,-0.101029
404,10,demo_5,1,1,1,1.0,0.0,37.716698,0.101341,1.531519,1.381931,2.91345,1.0,0.0,22.126503,0.097773,1.450998,1.474341,2.925339,0.088083,17.416452,17.46035,-0.043898,17.633295,17.279634,0.353661,0.0,0.0,-15.590195,-0.080521
404,11,demo_29,1,0,1,1.0,0.0,36.925552,0.102195,0.656079,1.337873,1.993952,1.0,0.0,20.863338,0.104398,0.799229,1.263417,2.062646,0.115478,17.38818,16.806986,0.581194,17.189182,16.931137,0.258045,0.0,0.0,-16.062214,0.14315
404,12,demo_39,0,0,0,1.0,0.0,35.546219,0.111042,0.119371,3.179542,3.298913,1.0,0.0,22.135052,0.103996,0.153073,3.158976,3.312048,0.193438,16.89006,16.639692,0.250368,17.289495,16.310492,0.979003,0.0,0.0,-13.411167,0.033702
404,13,demo_45,1,1,1,1.0,0.0,38.315544,0.092796,0.942326,0.932013,1.874339,1.0,0.0,22.160934,0.093916,0.916466,0.923602,1.840068,0.043678,18.113926,17.844528,0.269398,17.970215,18.000237,-0.030022,0.0,0.0,-16.15461,-0.02586
404,14,demo_53,1,1,1,1.0,0.0,36.594105,0.103172,-0.418795,2.586052,2.167257,1.0,0.0,22.52849,0.098483,-0.458231,2.606669,2.148438,0.206167,17.33856,16.792492,0.546068,17.643663,16.442247,1.201416,0.0,0.0,-14.065615,-0.039436
404,15,demo_81,1,1,1,1.0,0.0,37.911682,0.097294,0.98466,0.804356,1.789017,1.0,0.0,21.59165,0.096798,0.934459,0.863626,1.798085,0.085178,17.902481,17.546247,0.356234,17.749229,17.71895,0.030279,0.0,0.0,-16.320032,-0.050201
404,16,demo_89,1,1,1,1.0,0.0,38.056004,0.100973,-0.112198,2.586234,2.474036,1.0,0.0,22.838654,0.094955,-0.119147,2.57976,2.460613,0.08913,17.821621,17.50103,0.320591,17.965,17.414473,0.550527,0.0,0.0,-15.21735,-0.006949
404,17,demo_99,1,1,1,1.0,0.0,39.007103,0.090874,0.556291,1.250525,1.806816,1.0,0.0,22.278206,0.091391,0.570614,1.249934,1.820548,0.081383,18.404367,18.043524,0.360843,18.19495,18.267591,-0.072641,0.0,0.0,-16.728897,0.014323
404,18,demo_105,1,1,1,1.0,0.0,38.854897,0.092312,-0.282845,1.835535,1.55269,1.0,0.0,22.425739,0.092776,-0.331334,1.852049,1.520714,0.05702,18.178234,18.013424,0.16481,18.081001,18.11125,-0.030249,0.0,0.0,-16.429158,-0.048489
404,19,demo_189,1,0,1,1.0,0.0,38.402847,0.098132,0.62742,1.67504,2.30246,1.0,0.0,22.478819,0.096318,0.526391,1.750436,2.276828,0.100051,17.632088,17.541172,0.090916,17.786701,17.411455,0.375246,0.0,0.0,-15.924028,-0.101029
404,20,demo_5,1,1,1,1.0,0.0,37.716698,0.101341,1.531519,1.381931,2.91345,1.0,0.0,22.126503,0.097773,1.450998,1.474341,2.925339,0.088083,17.416452,17.46035,-0.043898,17.633295,17.279634,0.353661,0.0,0.0,-15.590195,-0.080521
404,21,demo_29,1,0,1,1.0,0.0,36.925552,0.102195,0.656079,1.337873,1.993952,1.0,0.0,20.863338,0.104398,0.799229,1.263417,2.062646,0.115478,17.38818,16.806986,0.581194,17.189182,16.931137,0.258045,0.0,0.0,-16.062214,0.14315
404,22,demo_39,0,0,0,1.0,0.0,35.546219,0.111042,0.119371,3.179542,3.298913,1.0,0.0,22.135052,0.103996,0.153073,3.158976,3.312048,0.193438,16.89006,16.639692,0.250368,17.289495,16.310492,0.979003,0.0,0.0,-13.411167,0.033702
404,23,demo_45,1,1,1,1.0,0.0,38.315544,0.092796,0.942326,0.932013,1.874339,1.0,0.0,22.160934,0.093916,0.916466,0.923602,1.840068,0.043678,18.113926,17.844528,0.269398,17.970215,18.000237,-0.030022,0.0,0.0,-16.15461,-0.02586
404,24,demo_53,1,1,1,1.0,0.0,36.594105,0.103172,-0.418795,2.586052,2.167257,1.0,0.0,22.52849,0.098483,-0.458231,2.606669,2.148438,0.206167,17.33856,16.792492,0.546068,17.643663,16.442247,1.201416,0.0,0.0,-14.065615,-0.039436
404,25,demo_81,0,1,1,1.0,0.0,37.911682,0.097294,0.98466,0.804356,1.789017,1.0,0.0,21.59165,0.096798,0.934459,0.863626,1.798085,0.085178,17.902481,17.546247,0.356234,17.749229,17.71895,0.030279,0.0,0.0,-16.320032,-0.050201
404,26,demo_89,0,1,1,1.0,0.0,38.056004,0.100973,-0.112198,2.586234,2.474036,1.0,0.0,22.838654,0.094955,-0.119147,2.57976,2.460613,0.08913,17.821621,17.50103,0.320591,17.965,17.414473,0.550527,0.0,0.0,-15.21735,-0.006949
404,27,demo_99,1,1,1,1.0,0.0,39.007103,0.090874,0.556291,1.250525,1.806816,1.0,0.0,22.278206,0.091391,0.570614,1.249934,1.820548,0.081383,18.404367,18.043524,0.360843,18.19495,18.267591,-0.072641,0.0,0.0,-16.728897,0.014323
404,28,demo_105,1,1,1,1.0,0.0,38.854897,0.092312,-0.282845,1.835535,1.55269,1.0,0.0,22.425739,0.092776,-0.331334,1.852049,1.520714,0.05702,18.178234,18.013424,0.16481,18.081001,18.11125,-0.030249,0.0,0.0,-16.429158,-0.048489
404,29,demo_189,0,0,0,1.0,0.0,38.402847,0.098132,0.62742,1.67504,2.30246,1.0,0.0,22.478819,0.096318,0.526391,1.750436,2.276828,0.100051,17.632088,17.541172,0.090916,17.786701,17.411455,0.375246,0.0,0.0,-15.924028,-0.101029
404,30,demo_5,1,1,1,1.0,0.0,37.716698,0.101341,1.531519,1.381931,2.91345,1.0,0.0,22.126503,0.097773,1.450998,1.474341,2.925339,0.088083,17.416452,17.46035,-0.043898,17.633295,17.279634,0.353661,0.0,0.0,-15.590195,-0.080521
404,31,demo_29,1,0,1,1.0,0.0,36.925552,0.102195,0.656079,1.337873,1.993952,1.0,0.0,20.863338,0.104398,0.799229,1.263417,2.062646,0.115478,17.38818,16.806986,0.581194,17.189182,16.931137,0.258045,0.0,0.0,-16.062214,0.14315
404,32,demo_39,0,0,0,1.0,0.0,35.546219,0.111042,0.119371,3.179542,3.298913,1.0,0.0,22.135052,0.103996,0.153073,3.158976,3.312048,0.193438,16.89006,16.639692,0.250368,17.289495,16.310492,0.979003,0.0,0.0,-13.411167,0.033702
404,33,demo_45,1,1,1,1.0,0.0,38.315544,0.092796,0.942326,0.932013,1.874339,1.0,0.0,22.160934,0.093916,0.916466,0.923602,1.840068,0.043678,18.113926,17.844528,0.269398,17.970215,18.000237,-0.030022,0.0,0.0,-16.15461,-0.02586
404,34,demo_53,1,1,1,1.0,0.0,36.594105,0.103172,-0.418795,2.586052,2.167257,1.0,0.0,22.52849,0.098483,-0.458231,2.606669,2.148438,0.206167,17.33856,16.792492,0.546068,17.643663,16.442247,1.201416,0.0,0.0,-14.065615,-0.039436
404,35,demo_81,1,1,1,1.0,0.0,37.911682,0.097294,0.98466,0.804356,1.789017,1.0,0.0,21.59165,0.096798,0.934459,0.863626,1.798085,0.085178,17.902481,17.546247,0.356234,17.749229,17.71895,0.030279,0.0,0.0,-16.320032,-0.050201
404,36,demo_89,1,1,1,1.0,0.0,38.056004,0.100973,-0.112198,2.586234,2.474036,1.0,0.0,22.838654,0.094955,-0.119147,2.57976,2.460613,0.08913,17.821621,17.50103,0.320591,17.965,17.414473,0.550527,0.0,0.0,-15.21735,-0.006949
404,37,demo_99,1,1,1,1.0,0.0,39.007103,0.090874,0.556291,1.250525,1.806816,1.0,0.0,22.278206,0.091391,0.570614,1.249934,1.820548,0.081383,18.404367,18.043524,0.360843,18.19495,18.267591,-0.072641,0.0,0.0,-16.728897,0.014323
404,38,demo_105,1,1,1,1.0,0.0,38.854897,0.092312,-0.282845,1.835535,1.55269,1.0,0.0,22.425739,0.092776,-0.331334,1.852049,1.520714,0.05702,18.178234,18.013424,0.16481,18.081001,18.11125,-0.030249,0.0,0.0,-16.429158,-0.048489
404,39,demo_189,1,0,1,1.0,0.0,38.402847,0.098132,0.62742,1.67504,2.30246,1.0,0.0,22.478819,0.096318,0.526391,1.750436,2.276828,0.100051,17.632088,17.541172,0.090916,17.786701,17.411455,0.375246,0.0,0.0,-15.924028,-0.101029
404,40,demo_5,1,1,1,1.0,0.0,37.716698,0.101341,1.531519,1.381931,2.91345,1.0,0.0,22.126503,0.097773,1.450998,1.474341,2.925339,0.088083,17.416452,17.46035,-0.043898,17.633295,17.279634,0.353661,0.0,0.0,-15.590195,-0.080521
404,41,demo_29,0,0,0,1.0,0.0,36.925552,0.102195,0.656079,1.337873,1.993952,1.0,0.0,20.863338,0.104398,0.799229,1.263417,2.062646,0.115478,17.38818,16.806986,0.581194,17.189182,16.931137,0.258045,0.0,0.0,-16.062214,0.14315
404,42,demo_39,0,0,0,1.0,0.0,35.546219,0.111042,0.119371,3.179542,3.298913,1.0,0.0,22.135052,0.103996,0.153073,3.158976,3.312048,0.193438,16.89006,16.639692,0.250368,17.289495,16.310492,0.979003,0.0,0.0,-13.411167,0.033702
404,43,demo_45,1,1,1,1.0,0.0,38.315544,0.092796,0.942326,0.932013,1.874339,1.0,0.0,22.160934,0.093916,0.916466,0.923602,1.840068,0.043678,18.113926,17.844528,0.269398,17.970215,18.000237,-0.030022,0.0,0.0,-16.15461,-0.02586
