seed,labeled_positive_demo_count,labeled_negative_demo_count,labeled_positive_mean,labeled_positive_min,labeled_positive_p10,labeled_positive_p50,labeled_positive_p90,labeled_positive_max,labeled_negative_mean,labeled_negative_min,labeled_negative_p10,labeled_negative_p50,labeled_negative_p90,labeled_negative_max
0,10,10,0.9178330183029175,0.8084424734115601,0.8702575743198395,0.9306391775608063,0.9635844230651855,0.9812864661216736,0.08766072215512395,0.008533024229109287,0.014863656926900148,0.07238438352942467,0.1644948914647102,0.3068966269493103
