seed,k,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,10,top_10,10,9,1,0.9,0.8454725742340088,0.8993798494338989,0.9826232194900513
0,15,top_15,15,14,1,0.9333333333333333,0.8169615864753723,0.8759108265240987,0.9826232194900513
0,20,top_20,20,16,4,0.8,0.7729929685592651,0.8536306768655777,0.9826232194900513
0,25,top_25,25,20,5,0.8,0.7336908578872681,0.8334043622016907,0.9826232194900513
0,30,top_30,30,21,9,0.7,0.7009121775627136,0.8142265538374583,0.9826232194900513
0,35,top_35,35,24,11,0.6857142857142857,0.662688136100769,0.7951150468417576,0.9826232194900513
0,40,top_40,40,29,11,0.725,0.6196767091751099,0.7767059788107872,0.9826232194900513
0,45,top_45,45,30,15,0.6666666666666666,0.569858968257904,0.7549676722950406,0.9826232194900513
0,50,top_50,50,32,18,0.64,0.5226544737815857,0.7333122551441192,0.9826232194900513
0,60,top_60,60,35,25,0.5833333333333334,0.4644037187099457,0.6932771916190783,0.9826232194900513
0,80,top_80,80,40,40,0.5,0.335053026676178,0.6184201471507549,0.9826232194900513
