seed,k,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,10,top_10,10,10,0,1.0,0.7312403917312622,0.8189888894557953,0.910148561000824
0,15,top_15,15,15,0,1.0,0.6878790259361267,0.7825261036554972,0.910148561000824
0,20,top_20,20,20,0,1.0,0.6359462141990662,0.7522824615240097,0.910148561000824
0,25,top_25,25,25,0,1.0,0.5875158309936523,0.7254671764373779,0.910148561000824
0,30,top_30,30,30,0,1.0,0.5515528917312622,0.6990633964538574,0.910148561000824
0,35,top_35,35,34,1,0.9714285714285714,0.5078192353248596,0.6747424755777631,0.910148561000824
0,40,top_40,40,35,5,0.875,0.48966485261917114,0.6525298796594143,0.910148561000824
0,45,top_45,45,36,9,0.8,0.45925307273864746,0.6318339440557692,0.910148561000824
0,50,top_50,50,38,12,0.76,0.44338956475257874,0.6135501271486282,0.910148561000824
0,60,top_60,60,39,21,0.65,0.4012344777584076,0.5804200073083242,0.910148561000824
0,80,top_80,80,40,40,0.5,0.28302446007728577,0.5206475879997015,0.910148561000824
