task,split_type,split_seed,method,policy_seed,selected_unlabeled,hidden_positive,hidden_bad,purity,train_demo_count,train_filter_key
can_paired,pos40_bad80,606,triage_bc,0,68,40,28,0.5882352941176471,78,final_can_paired_pos40_bad80_s606_positive_plus_classifier_adaptive_masscap_unlabeled_demos_posx4_cap1p25_max80_seed0_train
