split_seed,candidate_id,candidate_tag,train_epochs,epoch_steps,train_demo_count,selected_unlabeled,selected_hidden_positive,selected_hidden_bad,support_purity,hidden_positive_recall,hidden_bad_admission,success_rate,success_count,eval_episodes,avg_len,checkpoint
101,hybrid_rank_fusion_badaware_heavy_top40,hrfbh40,200,100,50,40,36,4,0.900,0.900,0.050,0.66,33,50,205.78,/home/eston/tri-piql/results/final_paper/ablations/hard_negative_can_endpoint_200ep/split101/hrfbh40/train/hn_can_s101_hrfbh40_seed0_bc_rnn_e200/20260625023411/models/model_epoch_200.pth
101,state_action_positive_nn_top40,sapn40,200,100,50,40,16,24,0.400,0.400,0.300,0.6,30,50,217.98,/home/eston/tri-piql/results/final_paper/ablations/hard_negative_can_endpoint_200ep/split101/sapn40/train/hn_can_s101_sapn40_seed0_bc_rnn_e200/20260625022944/models/model_epoch_200.pth
202,hybrid_rank_fusion_badaware_heavy_top40,hrfbh40,200,100,50,40,38,2,0.950,0.950,0.025,0.7,35,50,200.36,/home/eston/tri-piql/results/final_paper/ablations/hard_negative_can_endpoint_200ep/split202/hrfbh40/train/hn_can_s202_hrfbh40_seed0_bc_rnn_e200/20260625025942/models/model_epoch_200.pth
202,state_action_positive_nn_top40,sapn40,200,100,50,40,22,18,0.550,0.550,0.225,0.54,27,50,253.66,/home/eston/tri-piql/results/final_paper/ablations/hard_negative_can_endpoint_200ep/split202/sapn40/train/hn_can_s202_sapn40_seed0_bc_rnn_e200/20260625025523/models/model_epoch_200.pth
303,hybrid_rank_fusion_badaware_heavy_top40,hrfbh40,200,100,50,40,39,1,0.975,0.975,0.013,0.72,36,50,190.54,/home/eston/tri-piql/results/final_paper/ablations/hard_negative_can_endpoint_200ep/split303/hrfbh40/train/hn_can_s303_hrfbh40_seed0_bc_rnn_e200/20260625030846/models/model_epoch_200.pth
303,state_action_positive_nn_top40,sapn40,200,100,50,40,32,8,0.800,0.800,0.100,0.68,34,50,198.12,/home/eston/tri-piql/results/final_paper/ablations/hard_negative_can_endpoint_200ep/split303/sapn40/train/hn_can_s303_sapn40_seed0_bc_rnn_e200/20260625030419/models/model_epoch_200.pth
