task,split_type,split_seed,method,policy_seed,selected_unlabeled,hidden_positive,hidden_bad,purity,train_demo_count,train_filter_key
lift_mg,mg_sparse,606,triage_bc,0,176,144,32,0.8181818181818182,186,final_lift_mg_mg_sparse_s606_positive_plus_classifier_demo_threshold_unlabeled_demos_pos_min_seed0_train
