split_seed,method_id,method_role,endpoint_success,success_count,eval_episodes,train_demo_count,train_positive_count,train_bad_count,selected_unlabeled,selected_hidden_positive,selected_hidden_bad,support_purity,hidden_positive_recall,hidden_bad_admission,checkpoint,metrics_path,episode_metrics_path
11,all_train_positive_oracle,oracle_control,0.98,49,50,90,90,0,,,,,,,/home/eston/tri-piql/results/final_paper/per_seed/can_paired_pos40_bad80_split11_all_train_positive_oracle_policy0/train/can_paired_pos40_bad80_split11_all_train_positive_oracle_policy0_official_bc_rnn/20260624151616/models/model_epoch_200.pth,results/final_paper/per_seed/can_paired_pos40_bad80_split11_all_train_positive_oracle_policy0/eval/metrics.csv,results/final_paper/per_seed/can_paired_pos40_bad80_split11_all_train_positive_oracle_policy0/eval/episode_metrics.csv
11,positive_only_nn,strong_baseline,0.84,42,50,50,46,4,,,,,,,/home/eston/tri-piql/results/final_paper/per_seed/can_paired_pos40_bad80_split11_positive_only_nn_policy0/train/can_paired_pos40_bad80_split11_positive_only_nn_policy0_official_bc_rnn/20260624121052/models/model_epoch_200.pth,results/final_paper/per_seed/can_paired_pos40_bad80_split11_positive_only_nn_policy0/eval/metrics.csv,results/final_paper/per_seed/can_paired_pos40_bad80_split11_positive_only_nn_policy0/eval/episode_metrics.csv
11,positive_nn_risk_fusion_top40,failed_v02_gate,0.82,41,50,50,49,1,,,,,,,/home/eston/tri-piql/results/final_paper/ablations/v02_action_risk_endpoint_200ep_can40/split11/pnrf40/train/v02risk200_can40_s11_pnrf40_seed0_bc_rnn_e200/20260625054130/models/model_epoch_200.pth,results/final_paper/ablations/v02_action_risk_endpoint_200ep_can40/split11/pnrf40/eval/metrics.csv,results/final_paper/ablations/v02_action_risk_endpoint_200ep_can40/split11/pnrf40/eval/episode_metrics.csv
11,positive_nn_risk_union_top40,union_candidate,0.76,38,50,55,50,5,45,40,5,0.889,1.000,0.062,/home/eston/tri-piql/results/final_paper/ablations/v02_union_endpoint_200ep_can40/split11/positive_nn_risk_union_top40/train/v02union200_can40_s11_positive_nn_risk_union_top40_seed0_bc_rnn_e200/20260625082635/models/model_epoch_200.pth,results/final_paper/ablations/v02_union_endpoint_200ep_can40/split11/positive_nn_risk_union_top40/eval_50ep/metrics.csv,results/final_paper/ablations/v02_union_endpoint_200ep_can40/split11/positive_nn_risk_union_top40/eval_50ep/episode_metrics.csv
11,triage_bc,v01_method,0.76,38,50,80,50,30,,,,,,,/home/eston/tri-piql/results/final_paper/per_seed/can_paired_pos40_bad80_split11_triage_bc_policy0/train/can_paired_pos40_bad80_split11_triage_bc_policy0_official_bc_rnn/20260624105155/models/model_epoch_200.pth,results/final_paper/per_seed/can_paired_pos40_bad80_split11_triage_bc_policy0/eval/metrics.csv,results/final_paper/per_seed/can_paired_pos40_bad80_split11_triage_bc_policy0/eval/episode_metrics.csv
11,weighted_bc,strong_baseline,0.72,36,50,130,50,80,,,,,,,/home/eston/tri-piql/results/final_paper/per_seed/can_paired_pos40_bad80_split11_weighted_bc_policy0/train/can_paired_pos40_bad80_split11_weighted_bc_policy0_official_bc_rnn/20260624111552/models/model_epoch_200.pth,results/final_paper/per_seed/can_paired_pos40_bad80_split11_weighted_bc_policy0/eval/metrics.csv,results/final_paper/per_seed/can_paired_pos40_bad80_split11_weighted_bc_policy0/eval/episode_metrics.csv
11,bc_all_mixed,mixed_log_baseline,0.5,25,50,180,90,90,,,,,,,/home/eston/tri-piql/results/final_paper/per_seed/can_paired_pos40_bad80_split11_bc_all_mixed_policy0/train/can_paired_pos40_bad80_split11_bc_all_mixed_policy0_official_bc_rnn/20260624123843/models/model_epoch_200.pth,results/final_paper/per_seed/can_paired_pos40_bad80_split11_bc_all_mixed_policy0/eval/metrics.csv,results/final_paper/per_seed/can_paired_pos40_bad80_split11_bc_all_mixed_policy0/eval/episode_metrics.csv
